"data";"ativo";"preco_abertura";"preco_alto";"preco_baixo";"preco_fechamento";"volume_negociado";"indicador";"valor_indicador";"rendimento_tesouro"
2024-08-21;AAPL;226.520;227.980;225.050;226.400;34765480;Exponential Moving Average (EMA);221.702;3.920
2024-08-20;VALE3.SA;57.380;57.590;56.810;57.200;19475800;Double Exponential Moving Average (DEMA);55.855;3.990
2024-08-20;PETR4.SA;38.500;38.680;37.890;38.290;27322600;Weighted Moving Average (WMA);35.356;3.990
2024-08-20;MSFT;421.700;425.860;421.640;424.800;16387581;Commodity Channel Index (CCI);108.592;3.990
2024-08-20;ITUB4.SA;37.000;37.360;36.740;37.230;15760400;Triple Exponential Moving Average (TEMA);36.589;3.990
2024-08-20;GOOGL;166.900;168.640;166.820;167.180;18341533;Simple Moving Average (SMA);162.205;3.990
2024-08-20;AAPL;225.770;227.170;225.450;226.510;30299033;Exponential Moving Average (EMA);220.687;3.990
2024-08-19;VALE3.SA;56.520;57.520;56.360;56.980;28349600;Double Exponential Moving Average (DEMA);55.521;4.060
2024-08-19;PETR4.SA;38.600;38.790;38.400;38.440;28138200;Weighted Moving Average (WMA);35.120;4.060
2024-08-19;MSFT;418.960;421.750;416.460;421.530;15233957;Commodity Channel Index (CCI);92.140;4.060
2024-08-19;ITUB4.SA;36.880;37.260;36.780;36.960;22266300;Triple Exponential Moving Average (TEMA);36.353;4.060
2024-08-19;GOOGL;165.280;166.690;164.260;166.670;22416185;Simple Moving Average (SMA);161.450;4.060
2024-08-19;AAPL;225.720;225.990;223.040;225.890;40687813;Exponential Moving Average (EMA);219.613;4.060
2024-08-16;VALE3.SA;55.950;56.090;55.530;56.080;44280200;Double Exponential Moving Average (DEMA);55.468;4.060
2024-08-16;PETR4.SA;38.170;38.770;38.030;38.500;35472700;Weighted Moving Average (WMA);34.803;4.060
2024-08-16;MSFT;420.600;421.340;417.300;418.470;22775593;Commodity Channel Index (CCI);106.463;4.060
2024-08-16;ITUB4.SA;37.240;37.490;36.640;36.740;34482800;Triple Exponential Moving Average (TEMA);36.016;4.060
2024-08-16;GOOGL;161.470;165.060;161.130;162.960;24208647;Simple Moving Average (SMA);160.474;4.060
2024-08-16;AAPL;223.920;226.827;223.650;226.050;44340240;Exponential Moving Average (EMA);218.311;4.060
2024-08-15;VALE3.SA;55.900;56.360;55.690;56.230;28153700;Double Exponential Moving Average (DEMA);55.667;4.080
2024-08-15;PETR4.SA;38.050;38.560;38.000;38.340;33409000;Weighted Moving Average (WMA);34.534;4.080
2024-08-15;MSFT;419.800;421.110;417.660;421.030;20752144;Commodity Channel Index (CCI);150.105;4.080
2024-08-15;ITUB4.SA;36.670;37.090;36.560;37.050;32635900;Triple Exponential Moving Average (TEMA);35.220;4.080
2024-08-15;GOOGL;160.500;161.635;159.610;161.300;31524252;Simple Moving Average (SMA);160.970;4.080
2024-08-15;AAPL;224.600;225.350;222.760;224.720;46414013;Exponential Moving Average (EMA);217.119;4.080
2024-08-14;VALE3.SA;55.960;56.090;55.480;56.000;51693500;Double Exponential Moving Average (DEMA);55.978;3.940
2024-08-14;PETR4.SA;37.190;38.000;37.160;37.760;37955500;Weighted Moving Average (WMA);34.280;3.940
2024-08-14;MSFT;414.800;417.720;412.446;416.860;18266980;Commodity Channel Index (CCI);99.456;3.940
2024-08-14;ITUB4.SA;35.590;36.780;35.590;36.470;54240500;Triple Exponential Moving Average (TEMA);34.371;3.940
2024-08-14;GOOGL;162.400;163.220;157.710;160.370;40591126;Simple Moving Average (SMA);161.942;3.940
2024-08-14;AAPL;220.570;223.030;219.700;221.720;41960574;Exponential Moving Average (EMA);215.512;3.940
2024-08-13;VALE3.SA;56.990;56.990;56.520;56.520;26100900;Double Exponential Moving Average (DEMA);56.387;3.930
2024-08-13;PETR4.SA;37.530;37.630;36.970;37.110;28557200;Weighted Moving Average (WMA);34.170;3.930
2024-08-13;MSFT;409.590;414.950;409.570;414.010;19414271;Commodity Channel Index (CCI);63.049;3.930
2024-08-13;ITUB4.SA;34.850;35.590;34.710;35.590;39538900;Triple Exponential Moving Average (TEMA);33.796;3.930
2024-08-13;GOOGL;163.410;164.730;162.970;164.160;18551690;Simple Moving Average (SMA);163.024;3.930
2024-08-13;AAPL;219.010;221.890;219.010;221.270;44155331;Exponential Moving Average (EMA);214.442;3.930
2024-08-12;VALE3.SA;57.100;57.110;56.520;56.770;18421500;Double Exponential Moving Average (DEMA);56.499;4.010
2024-08-12;PETR4.SA;36.800;37.810;36.800;37.340;39655100;Weighted Moving Average (WMA);33.985;4.010
2024-08-12;MSFT;407.060;408.760;404.243;406.810;16762883;Commodity Channel Index (CCI);-13.715;4.010
2024-08-12;ITUB4.SA;34.670;34.820;34.470;34.610;20965400;Triple Exponential Moving Average (TEMA);33.416;4.010
2024-08-12;GOOGL;164.350;164.900;161.840;162.290;15895286;Simple Moving Average (SMA);163.705;4.010
2024-08-12;AAPL;216.070;219.510;215.600;217.530;38028092;Exponential Moving Average (EMA);213.480;4.010
2024-08-09;VALE3.SA;57.120;57.160;56.500;57.060;21989300;Double Exponential Moving Average (DEMA);56.618;4.050
2024-08-09;PETR4.SA;36.130;36.950;35.580;36.510;66082100;Weighted Moving Average (WMA);33.936;4.050
2024-08-09;MSFT;404.030;408.050;402.262;406.020;19276666;Commodity Channel Index (CCI);-34.213;4.050
2024-08-09;ITUB4.SA;33.800;34.560;33.750;34.560;24139600;Triple Exponential Moving Average (TEMA);32.967;4.050
2024-08-09;GOOGL;160.010;163.790;159.060;163.670;28602285;Simple Moving Average (SMA);164.152;4.050
2024-08-09;AAPL;212.100;216.780;211.970;216.240;42201646;Exponential Moving Average (EMA);212.957;4.050
2024-08-08;VALE3.SA;57.030;57.500;56.820;56.850;14584800;Double Exponential Moving Average (DEMA);56.787;4.040
2024-08-08;PETR4.SA;36.350;36.950;36.160;36.850;29870300;Weighted Moving Average (WMA);34.027;4.040
2024-08-08;MSFT;402.440;405.860;399.941;402.690;20203030;Commodity Channel Index (CCI);-60.315;4.040
2024-08-08;ITUB4.SA;33.850;34.140;33.540;33.650;19625300;Triple Exponential Moving Average (TEMA);32.878;4.040
2024-08-08;GOOGL;160.510;163.690;160.210;162.030;25578839;Simple Moving Average (SMA);164.864;4.040
2024-08-08;AAPL;213.110;214.200;208.830;213.310;47161149;Exponential Moving Average (EMA);213.254;4.040
2024-08-07;VALE3.SA;57.310;57.590;57.020;57.200;19243400;Double Exponential Moving Average (DEMA);57.070;4.000
2024-08-07;PETR4.SA;36.700;36.750;36.000;36.270;25020500;Weighted Moving Average (WMA);34.101;4.000
2024-08-07;MSFT;408.635;410.080;397.470;398.430;20650906;Commodity Channel Index (CCI);-80.773;4.000
2024-08-07;ITUB4.SA;34.050;34.180;33.070;33.770;40658900;Triple Exponential Moving Average (TEMA);32.722;4.000
2024-08-07;GOOGL;161.250;162.980;158.470;158.940;25138573;Simple Moving Average (SMA);166.062;4.000
2024-08-07;AAPL;206.900;213.640;206.390;209.820;63516417;Exponential Moving Average (EMA);213.392;4.000
2024-08-06;VALE3.SA;56.740;57.520;56.300;57.310;23930200;Double Exponential Moving Average (DEMA);57.342;3.990
2024-08-06;PETR4.SA;35.600;36.660;35.340;36.320;36009000;Weighted Moving Average (WMA);34.132;3.990
2024-08-06;MSFT;400.000;405.670;398.500;399.610;24946525;Commodity Channel Index (CCI);-112.730;3.990
2024-08-06;ITUB4.SA;33.010;33.940;33.010;33.680;25812000;Triple Exponential Moving Average (TEMA);32.375;3.990
2024-08-06;GOOGL;159.330;160.570;156.410;158.290;49004561;Simple Moving Average (SMA);167.294;3.990
2024-08-06;AAPL;205.300;209.990;201.070;207.230;69660488;Exponential Moving Average (EMA);214.938;3.990
2024-08-05;VALE3.SA;56.310;57.390;55.900;57.020;24635900;Double Exponential Moving Average (DEMA);57.975;3.890
2024-08-05;PETR4.SA;34.800;35.700;34.600;35.700;44765900;Weighted Moving Average (WMA);34.390;3.890
2024-08-05;MSFT;389.170;401.040;385.580;395.150;40709238;Commodity Channel Index (CCI);-199.589;3.890
2024-08-05;ITUB4.SA;32.450;33.030;32.350;32.950;26510800;Triple Exponential Moving Average (TEMA);32.570;3.890
2024-08-05;GOOGL;155.500;164.430;154.930;159.250;53630673;Simple Moving Average (SMA);169.560;3.890
2024-08-05;AAPL;199.090;213.500;196.000;209.270;119548589;Exponential Moving Average (EMA);217.183;3.890
2024-08-02;VALE3.SA;60.640;60.850;59.360;59.410;35296000;Double Exponential Moving Average (DEMA);59.024;3.880
2024-08-02;PETR4.SA;36.720;36.800;35.730;35.730;36483900;Weighted Moving Average (WMA);34.848;3.880
2024-08-02;MSFT;412.490;415.000;404.340;408.490;29437900;Commodity Channel Index (CCI);-132.002;3.880
2024-08-02;ITUB4.SA;33.490;33.540;32.790;32.950;24143700;Triple Exponential Moving Average (TEMA);33.244;3.880
2024-08-02;GOOGL;166.440;168.510;164.670;166.660;29130102;Simple Moving Average (SMA);172.063;3.880
2024-08-02;AAPL;219.150;225.600;217.710;219.860;105568560;Exponential Moving Average (EMA);221.303;3.880
2024-08-01;VALE3.SA;61.850;61.870;60.220;60.250;40469400;Double Exponential Moving Average (DEMA);58.525;4.160
2024-08-01;PETR4.SA;37.750;37.830;36.790;36.840;29756300;Weighted Moving Average (WMA);35.010;4.160
2024-08-01;MSFT;420.785;427.460;413.090;417.110;30296400;Commodity Channel Index (CCI);-80.082;4.160
2024-08-01;ITUB4.SA;34.020;34.120;33.270;33.370;22633900;Triple Exponential Moving Average (TEMA);33.562;4.160
2024-08-01;GOOGL;170.250;174.050;168.880;170.760;24531392;Simple Moving Average (SMA);173.304;4.160
2024-08-01;AAPL;224.370;224.480;217.020;218.360;62500996;Exponential Moving Average (EMA);221.891;4.160
2024-07-31;VALE3.SA;60.910;61.680;60.760;61.630;34433100;Double Exponential Moving Average (DEMA);58.272;4.290
2024-07-31;PETR4.SA;37.050;37.410;36.960;37.410;28561100;Weighted Moving Average (WMA);35.009;4.290
2024-07-31;MSFT;420.495;421.775;412.210;418.350;42891366;Commodity Channel Index (CCI);-110.073;4.290
2024-07-31;ITUB4.SA;34.260;34.410;33.850;33.880;25302400;Triple Exponential Moving Average (TEMA);33.678;4.290
2024-07-31;GOOGL;173.240;174.245;170.010;171.540;25729090;Simple Moving Average (SMA);174.469;4.290
2024-07-31;AAPL;221.440;223.820;220.630;222.080;50036262;Exponential Moving Average (EMA);221.452;4.290
2024-11-28;VALE3.SA;57.900;58.800;57.270;57.530;20467000;Double Exponential Moving Average (DEMA);56.972;
2024-11-28;PETR4.SA;38.810;39.300;38.380;38.590;33113500;Weighted Moving Average (WMA);37.203;
2024-11-28;ITUB4.SA;33.770;33.830;32.630;32.680;39103200;Triple Exponential Moving Average (TEMA);33.664;
2024-10-14;VALE3.SA;62.320;62.520;61.330;61.930;44954000;Double Exponential Moving Average (DEMA);61.486;
2024-10-14;PETR4.SA;37.470;37.900;37.350;37.710;22279000;Weighted Moving Average (WMA);36.102;
2024-10-14;MSFT;417.770;424.040;417.520;419.140;16653086;Commodity Channel Index (CCI);95.428;
2024-10-14;ITUB4.SA;34.740;35.070;34.620;34.850;14436100;Triple Exponential Moving Average (TEMA);34.263;
2024-10-14;GOOGL;163.640;166.226;163.400;164.960;19016141;Simple Moving Average (SMA);164.645;
2024-10-14;AAPL;228.700;231.730;228.600;231.300;39882085;Exponential Moving Average (EMA);226.861;
2024-11-11;VALE3.SA;59.750;59.870;58.650;58.650;24483700;Double Exponential Moving Average (DEMA);60.859;
2024-11-11;PETR4.SA;35.990;36.420;35.900;36.250;21446300;Weighted Moving Average (WMA);34.353;
2024-11-11;MSFT;422.515;424.810;416.000;418.010;24503321;Commodity Channel Index (CCI);6.002;
2024-11-11;ITUB4.SA;34.960;35.420;34.910;35.120;18250400;Triple Exponential Moving Average (TEMA);34.975;
2024-11-11;GOOGL;178.580;180.545;178.470;180.350;17450354;Simple Moving Average (SMA);173.942;
2024-11-11;AAPL;225.000;225.700;221.500;224.230;42005602;Exponential Moving Average (EMA);225.759;
2024-09-02;VALE3.SA;58.820;58.880;58.420;58.740;13155000;Double Exponential Moving Average (DEMA);58.677;
2024-09-02;PETR4.SA;39.330;39.400;38.890;39.000;15288400;Weighted Moving Average (WMA);37.354;
2024-09-02;ITUB4.SA;36.570;36.700;36.340;36.390;10168000;Triple Exponential Moving Average (TEMA);36.116;
2024-12-19;VALE3.SA;55.020;55.170;53.600;53.770;29529900;Double Exponential Moving Average (DEMA);55.717;
2024-12-19;PETR4.SA;37.660;37.930;36.980;37.160;43268400;Weighted Moving Average (WMA);38.339;
2024-12-19;MSFT;441.620;443.183;436.320;437.030;21418500;Commodity Channel Index (CCI);-144.039;
2024-12-19;ITUB4.SA;31.190;31.540;30.910;31.140;47032100;Triple Exponential Moving Average (TEMA);31.514;
2024-12-19;GOOGL;191.625;193.030;188.380;188.510;31350055;Simple Moving Average (SMA);187.692;
2024-12-19;AAPL;247.500;252.000;247.095;249.790;58729023;Exponential Moving Average (EMA);246.741;
